ear,mar,perclos,head_pitch,blink_rate,blink_duration,gaze_stability,label,subject_id,condition
0.20192203324566932,0.2802414915473229,0.05207107783590823,0.2394954366471148,18.841389913142823,160.53250321806317,0.8574486358494163,0,0,alert
0.23091992279746806,0.2992695130084297,0.03059695930137302,-2.3039295058292315,19.246573885631854,170.53238793337664,0.882792756547412,0,0,alert
0.23037911327348062,0.29171198888069494,0.07537614045478823,-6.080158847190275,22.678210252799563,183.2416274551538,0.8372494905670217,0,0,alert
0.21847302314754483,0.28101295744455074,0.014578887023044987,-3.4763107257752477,17.979715005194613,205.59309740535986,0.8799724171758656,0,0,alert
0.1840129897275114,0.26129025371444237,0.07413270926350354,-2.7215597404421836,22.885816597405885,183.43181215465103,0.949962725995678,0,0,alert
0.24411241519310203,0.30643163496594655,0.04856273981493477,0.2577704148924436,16.460856050464542,128.42973034224926,0.8140121200913212,0,0,alert
0.23598886554759604,0.2654055259040895,0.06321404324249645,2.0953207776328844,19.840745609108463,179.73438382827553,0.8775160881351306,0,0,alert
0.23139731338811512,0.28523471533867617,0.05350730021308858,-2.3090033209983254,22.16995560463559,211.6613424769646,0.8840189755675172,0,0,alert
0.21767454849836118,0.2901735773367268,0.06791310594128672,-2.80128852273615,21.672563981075864,141.41957563718435,0.8802691964721846,0,0,alert
0.24220094826072133,0.2908126280516373,0.045062045758110694,2.883521299255065,16.973795939214533,172.5841405134317,0.8964635761972323,0,0,alert
0.2532555779044563,0.31731913827074165,0.07043742712122061,-4.400903655538578,21.997827832632538,156.7081343996683,0.8416220299159856,0,0,alert
0.18385675437205523,0.28228472972214785,0.009767036376053868,2.252357656768264,21.49218917269168,152.1929093109354,0.8957800593793872,0,0,alert
0.20270748838294905,0.2774078493725417,0.04272715355003536,5.835346843460357,18.85993004556563,132.65623165755724,0.8457617986038318,0,0,alert
0.22359811610074168,0.22985915587086947,0.005191379768718525,3.791221592299161,16.781888368746934,135.1911673563018,0.9028842339486949,0,0,alert
0.23769677903079425,0.29008219340605207,0.02760569984213464,4.300546461869762,22.51732054376196,84.90307417054234,0.9146922800926816,0,0,alert
0.25174974905762915,0.2861774114638016,0.01937279506219407,-2.0675826313927352,18.908066407076237,201.9054953605124,0.8689203435989116,0,0,alert
0.24237457170736262,0.3089118066987605,0.012057403517234357,5.801519402784356,19.56285183594775,147.37215751316242,0.8960075208051601,0,0,alert
0.20657187082983494,0.2765223429561167,0.007694124087313661,3.289586569484647,18.889552729221982,178.37596169115756,0.907750644231714,0,0,alert
0.24845930619840143,0.3188066550341702,0.016725729659017096,5.616957351962161,20.509061238307375,141.09735956271572,0.8546085788715392,0,0,alert
0.23721727901641512,0.29449188395348286,0.07061090745514718,1.5047890960385173,17.51574768139887,134.46741771375977,0.8947670049439578,0,0,alert
0.2093812102707,0.3245659200268659,0.07102160790087679,1.9591449331492825,22.628001814502184,104.37176030477673,0.9053413605610328,0,0,alert
0.19572052958083874,0.2062234391573161,0.07955659700886565,-2.409532995037943,15.329717221569695,159.10721965256982,0.91057746962642,0,0,alert
0.20563248714470808,0.32575499251499185,0.04340321844439195,6.820035474052445,19.760863369485698,176.05412446721363,0.8253335541363588,0,0,alert
0.23824786665560457,0.2883801893274669,0.028006272615574056,2.6164855780603613,23.413239760075005,195.02671553383567,0.8590888475680059,0,0,alert
0.2793475272486665,0.2916715420164821,0.06148432114450472,-5.349753186496571,18.590536036893003,169.68255001067965,0.8854796823076927,0,0,alert
0.22364141941105756,0.3561737323283871,0.07842652669728366,4.639610266414526,18.66756848740198,145.6081279676894,0.8520012219809843,0,0,alert
0.18741182590302077,0.2845665954062012,0.031575317344757776,-3.443159918475,23.488747902553822,134.20863285330935,0.8394705704894488,0,0,alert
0.20159971834602755,0.30516633003666543,0.04422559815263262,-2.1845377480900003,17.319109293244512,109.11130073219458,0.8899863431924361,0,0,alert
0.18927818445529346,0.30745701558723826,0.005675273359994213,-1.6678346933238521,18.93673493272239,113.04913624658559,0.9302928659306998,0,0,alert
0.2567406531902934,0.29710215745167534,0.020020108841269126,0.4227221042139667,13.34532605851981,172.6466244247237,0.8540438600083177,0,0,alert
0.21091279704184882,0.3081679796930208,0.06736184600095851,-1.1235646772714096,15.446291078705501,136.90056744548352,0.8829518361074387,0,0,alert
0.18670484182110697,0.2668806793916544,0.014746693946509603,2.520016129867287,18.912787271159353,136.06069788952536,0.8592289235849158,0,0,alert
0.23918996231699804,0.31755840327076285,0.01918298873259226,0.551566543228675,21.053630823410554,223.90508585992592,0.8770878879169403,0,0,alert
0.22168527215752057,0.29520412039716404,0.012691715811399282,-1.7786481973810642,18.30178053857946,135.40772032404595,0.8912551947133164,0,0,alert
0.22504618025420128,0.22979332584043552,0.05198189461142107,-0.9731863427021985,20.893766420005576,255.47684856189272,0.8728073288877544,0,0,alert
0.25312468841416197,0.30292918990354806,0.06407594357459198,2.7786976286551015,21.56725644900702,214.13455329030853,0.8770919522940972,0,0,alert
0.22968551240961751,0.3266944154750653,0.06563414750170145,-3.434845560214205,21.093887768897996,133.37348866531767,0.8493010818056222,0,0,alert
0.21446992545354096,0.24629538388073052,0.052457810830459375,3.3506803206050355,23.984707448023855,130.4298383625772,0.8331354977230662,0,0,alert
0.28267465495455374,0.2914045918402973,0.027866928356255788,1.345946022156015,19.08374436711063,93.36301678521637,0.9119694134159656,0,0,alert
0.2623358509424349,0.2741497894884027,0.020001315937288374,1.1483984014523592,22.4509663542203,166.73520456535988,0.8242604696965489,0,0,alert
0.24193571640430547,0.31834308572514136,0.019058892192318357,1.898557312148134,12.557463379561204,86.16805404650184,0.8679864614169703,0,0,alert
0.2188359843213584,0.28026842824169296,0.07654407081011651,2.95207063368927,18.719324730920842,220.60747835973388,0.8446846249963774,0,0,alert
0.2378728060405109,0.2684650454092225,0.04429624418766406,-1.0277666046919376,20.067883042979915,169.6013979109403,0.9205412207475633,0,0,alert
0.23565618906864158,0.29427431066980636,0.03408731800375529,0.1806987644672735,17.80361259673846,119.1622838871468,0.8228328054890803,0,0,alert
0.2445200108906598,0.2997317035101456,0.07042879749107335,0.869648434611378,18.758264549067608,107.5672910033509,0.9023667618187428,0,0,alert
